City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
260,Upernavik,GL,2022-01-26 01:31:11,72.7868,-56.1549,0.34,95,98,7.81
261,Krasnoarmeysk,RU,2022-01-26 01:31:12,51.0239,45.6969,7.29,96,99,5.66
262,Novyy Urengoy,RU,2022-01-26 01:31:12,66.0833,76.6333,-1.14,97,99,16.67
263,Cortez,US,2022-01-26 01:31:12,37.3489,-108.5859,39.52,54,100,11.5
264,Kutum,SD,2022-01-26 01:31:13,14.2,24.6667,55.96,29,98,8.41
265,Andenes,NO,2022-01-26 01:31:13,69.3143,16.1194,30.18,86,100,11.5
266,Lalmohan,BD,2022-01-26 01:31:13,22.3384,90.7419,68.83,65,52,6.2
267,Orlik,RU,2022-01-26 01:31:14,52.5178,99.825,-13.29,94,100,2.51
268,Christchurch,NZ,2022-01-26 01:29:27,-43.5333,172.6333,71.33,68,75,4.0
269,Banjarmasin,ID,2022-01-26 01:31:15,-3.3244,114.591,82.54,73,93,3.96
270,Bereznik,RU,2022-01-26 01:31:15,62.8551,42.7072,8.22,99,90,4.34
271,Shimoda,JP,2022-01-26 01:31:16,34.6667,138.95,46.76,73,100,6.42
272,Banda Aceh,ID,2022-01-26 01:31:16,5.5577,95.3222,80.91,75,52,7.74
273,Flinders,AU,2022-01-26 01:31:16,-34.5833,150.8552,79.88,71,100,7.83
274,Baherden,TM,2022-01-26 01:31:17,38.4362,57.4316,40.98,44,100,6.15
275,Chabua,IN,2022-01-26 01:32:17,27.4825,95.1736,57.15,100,75,3.44
276,Adeje,ES,2022-01-26 01:32:17,28.1227,-16.726,61.93,60,20,9.22
277,Kiliya,UA,2022-01-26 01:32:18,45.4552,29.2637,16.36,68,99,6.4
278,La Ronge,CA,2022-01-26 01:32:18,55.1001,-105.2842,10.65,85,100,11.5
279,Makakilo City,US,2022-01-26 01:29:58,21.3469,-158.0858,79.12,54,20,6.91
280,Tashtyp,RU,2022-01-26 01:32:19,52.7939,89.8983,2.62,95,100,1.57
281,Abay,KZ,2022-01-26 01:32:19,49.6311,72.8539,8.98,92,100,7.76
282,Beyneu,KZ,2022-01-26 01:32:19,45.3167,55.2,28.58,76,30,13.06
283,Ayagoz,KZ,2022-01-26 01:32:20,47.9714,80.4392,-7.35,100,100,4.83
284,Axim,GH,2022-01-26 01:32:20,4.8699,-2.2405,77.09,86,2,2.08
285,Wang Noi,TH,2022-01-26 01:32:20,14.2269,100.7155,79.99,54,19,3.13
286,Mirnyy,RU,2022-01-26 01:32:21,62.5353,113.9611,-15.77,75,90,4.0
287,Gat,IL,2022-01-26 01:32:21,31.61,34.7642,50.4,100,14,10.69
288,Kurumkan,RU,2022-01-26 01:32:21,54.3,110.3,-7.4,94,96,2.66
289,Olga,RU,2022-01-26 01:32:22,43.7444,135.2892,25.65,48,90,3.18
290,Mar Del Plata,AR,2022-01-26 01:32:22,-38.0023,-57.5575,76.08,98,100,11.01
291,Zemio,CF,2022-01-26 01:32:23,5.0314,25.1361,69.67,30,100,3.11
292,Dalvik,IS,2022-01-26 01:32:23,65.9702,-18.5286,31.93,88,70,6.08
293,Geraldton,AU,2022-01-26 01:31:14,-28.7667,114.6,82.81,34,0,14.97
